model	nDCG	Recall	Precision	MRR	Gini	ItemCoverage	EPC	EFD	APLT	ARP	UserMADranking_WarmColdUsers	BiasDisparityBD_users:WarmColdUsers-0_items:ItemPopularity-0	BiasDisparityBD_users:WarmColdUsers-0_items:ItemPopularity-1	BiasDisparityBD_users:WarmColdUsers-1_items:ItemPopularity-0	BiasDisparityBD_users:WarmColdUsers-1_items:ItemPopularity-1
UserKNN_nn=20_sim=euclidean_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.006890676952243925	0.010008992425268499	0.0023796347537354736	0.008805746611502008	0.02160865474825302	8166.0	0.0026892787056781216	0.0331633429620075	0.46425013835085777	103.3101494189264	0.004745723758445839	0.13632661043353447	-0.4926709890871828	0.15496747702795188	-1.0
UserKNN_nn=30_sim=manhattan_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.007094221927960827	0.009848044260723212	0.002457111234089652	0.009534899552885164	0.026053201200099352	8997.0	0.0028435588076730243	0.0348784176293031	0.46102933038184835	106.92060320973991	0.004955706500579001	0.13295188804334368	-0.4804750736119682	0.15496747702795188	-1.0
UserKNN_nn=200_sim=dot_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.06484080173670898	0.02938760053627498	0.05541781959048147	0.15320881756133556	0.1860345783078462	18121.0	0.059991294737698465	0.6966467988520803	0.1652628666297731	273.00850581073604	0.17317331383572535	-0.15175660284917888	0.5484334671598673	-0.7942323285511572	5.125154927881415
UserKNN_nn=100_sim=dot_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.05232528597293508	0.02016144365719751	0.04593801881571666	0.12398066162454653	0.20741923740164347	18718.0	0.049487934415541994	0.583996493227415	0.2349474266740454	201.3772827891533	0.19729679461265015	-0.02839337076715472	0.10261085502594058	-0.73690091046764	4.755197184598439
UserKNN_nn=150_sim=euclidean_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.009607199812779585	0.0132991734672481	0.0034144991698948535	0.01280057272863028	0.019860836220956357	7503.0	0.0038881783774090176	0.046433058557026376	0.43178749308245706	162.07722744881022	0.007548165416922633	0.057075300393484185	-0.20626453344569476	0.15496747702795188	-1.0
UserKNN_nn=20_sim=dot_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.027295082927949795	0.0077634313003989595	0.024875484228002214	0.06430102072188404	0.1542726755176752	17622.0	0.026330083844926393	0.3206256593058392	0.3798450470392916	97.27379634753737	0.2286867971638153	0.15701956262738176	-0.5674532872170628	-0.553231894716444	3.5699871052082512
UserKNN_nn=100_sim=euclidean_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.008960744387681836	0.012648002096652271	0.003231876037631434	0.011964911587213745	0.01946003388374007	7470.0	0.0036457412973888216	0.043734091311641465	0.4374377421140011	152.84708356391806	0.0068812637537851475	0.06934966865499838	-0.25062289556289014	0.15496747702795188	-1.0
UserKNN_nn=30_sim=dot_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.03323489334449082	0.009962881945569895	0.02978970669618152	0.07890994896390578	0.17647897077823937	18149.0	0.03191418875243334	0.3861479076744806	0.3453016048699502	118.43795794133923	0.2301551110100516	0.12010170321849235	-0.43403576695364543	-0.6078531003087405	3.922455936990577
UserKNN_nn=10_sim=manhattan_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.004634133651345034	0.0065898156787536225	0.001693414499169895	0.006116425540885972	0.02492848269744219	8937.0	0.0018874868327116436	0.023724567071939574	0.4813890426120642	72.98311566131711	0.0024178099968996517	0.18056244236888458	-0.652534943772016	0.15496747702795188	-1.0
UserKNN_nn=100_sim=manhattan_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.008490894446247654	0.01194880321400015	0.0030879911455451024	0.011356694863889108	0.024323303002955377	8517.0	0.0034849818921663155	0.04196053766535238	0.4412230215827338	140.39264526840066	0.006396553292394662	0.08518097973813916	-0.30783569990882165	0.15496747702795188	-1.0
UserKNN_nn=250_sim=manhattan_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.010065301439530827	0.013676805427613875	0.0036026563364692857	0.013696712959302887	0.024160478913599848	8307.0	0.004141618149495114	0.04946692010091383	0.42975096845600447	158.27343663530715	0.0080207559852827	0.059917939123882324	-0.21653755080062723	0.15496747702795188	-1.0
UserKNN_nn=50_sim=dot_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.04131005834679931	0.013761427949884879	0.03651355838406198	0.09855285002767017	0.19906029212419207	18665.0	0.039492165842548325	0.473294082736197	0.29984504703929166	148.88558384061983	0.2168923700047004	0.06614258906172864	-0.23903282470091516	-0.6653929962761981	4.293758981158218
UserKNN_nn=200_sim=manhattan_imp=standard_bin=False_shrink=10_norm=True_asymalpha=_tvalpha=_tvbeta=_rweights=	0.009839202143445826	0.013423689239245888	0.0035141117874930828	0.013280254916945565	0.024226916870306314	8349.0	0.004029798832200343	0.048112008114258156	0.43196458218040956	154.35204205866077	0.007787505569648082	0.06579272583337194	-0.23776845333415417	0.15496747702795188	-1.0
