model	nDCG	Gini	EPC
RP3beta_neighborhood=300_alpha=0$6_beta=0$8_normalize_similarity=True	0.2833072796636726	0.1286701090012342	0.2298876880676618
RP3beta_neighborhood=300_alpha=1$0_beta=0$8_normalize_similarity=True	0.2840312041860211	0.0926602520642255	0.2178931138918431
