model	nDCG	Gini	EPC
LightGCN_seed=42_e=300_bs=256_lr=0$001_factors=256_l_w=0$001_n_layers=1_it=171	0.064329970980821	0.3338651740736773	0.0235476765392485
LightGCN_seed=42_e=300_bs=256_lr=0$001_factors=512_l_w=0$001_n_layers=1_it=58	0.0640978446900028	0.3205206165134505	0.0235866141611168
