model	nDCG	Gini	APLT	EPC
MultiVAE_seed=42_e=300_bs=256_intermediate_dim=300_latent_dim=100_reg_lambda=0_lr=0$001_dropout_pkeep=0$19999999999999996_it=67	0.0401964033278695	0.3202497253268119	0.0144996449321515	0.1003065347638288
MultiVAE_seed=42_e=300_bs=256_intermediate_dim=50_latent_dim=300_reg_lambda=0_lr=0$001_dropout_pkeep=0$0_it=123	0.0306698611997143	0.2925062598424004	0.0112771200378065	0.1123101574474014
MultiVAE_seed=42_e=300_bs=256_intermediate_dim=100_latent_dim=100_reg_lambda=0_lr=0$001_dropout_pkeep=0$19999999999999996_it=32	0.0414496338814466	0.2681407290756733	0.0149569359937648	0.085077330360875
MultiVAE_seed=42_e=300_bs=256_intermediate_dim=300_latent_dim=300_reg_lambda=0_lr=0$001_dropout_pkeep=0$0_it=9	0.0414595132656908	0.2340882683775843	0.0150287638551218	0.061460220147694
MultiVAE_seed=42_e=300_bs=256_intermediate_dim=300_latent_dim=200_reg_lambda=0_lr=0$001_dropout_pkeep=0$19999999999999996_it=9	0.0444582072938665	0.2237935994621231	0.0160551965043636	0.0577330360875017
MultiVAE_seed=42_e=300_bs=256_intermediate_dim=100_latent_dim=300_reg_lambda=0_lr=0$001_dropout_pkeep=0$19999999999999996_it=32	0.0418698349996816	0.2167369680482935	0.0150783487660988	0.0649714365333705
MultiVAE_seed=42_e=300_bs=256_intermediate_dim=100_latent_dim=200_reg_lambda=0_lr=0$001_dropout_pkeep=0$19999999999999996_it=29	0.0419043512772642	0.2110536559886926	0.0152789646446479	0.0654521387766476
